Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer,Meteorological observations as transcribed,Cloudy,Fair,Smokey,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other observations transcribed
4184,5624, APS-275669-012_13,Mss.551.5.M26,275669-12,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,wind,1789-07-07,4 O'Clock,16:00,N/NE,N/NE,85,,,,,,,,James Madison,flying white clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4185,5622, APS-275669-012_13,Mss.551.5.M26,275669-12,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-07,sunrise,0:00,NE,NE,66,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4186,5626, APS-275669-012_14,Mss.551.5.M26,275669-12,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-08,2 O'Clock,14:00,,,82,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,5627, APS-275669-012_14,Mss.551.5.M26,275669-12,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-08,4 O'Clock,16:00,S,S,83,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4188,5625, APS-275669-012_14,Mss.551.5.M26,275669-12,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-08,sunrise,0:00,E,E,65,,,,,,,,James Madison,overcast with thin white clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4189,5629, APS-275669-012_15,Mss.551.5.M26,275669-12,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-09,2 O'Clock,14:00,,,90,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4190,5630, APS-275669-012_15,Mss.551.5.M26,275669-12,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-09,4 O'Clock,16:00,S,S,94.5,,,,,,,,James Madison,flying black & white clouds from North to West,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191,5628, APS-275669-012_15,Mss.551.5.M26,275669-12,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,no wind,1789-07-09,sunrise,0:00,,,70,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4192,5632, APS-275669-012_16,Mss.551.5.M26,275669-12,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-10,2 O'Clock,14:00,,,82,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4193,5633, APS-275669-012_16,Mss.551.5.M26,275669-12,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-10,4 O'Clock,16:00,W,W,91,,,,,,,,James Madison,clear after a black cloud at 12 o'clock & a little rain,y,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,
4194,5631, APS-275669-012_16,Mss.551.5.M26,275669-12,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-12,,,1789-07-10,sunrise,0:00,W,W,74,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4195,5635, APS-275669-013_01,Mss.551.5.M26,275669-13,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-11,2 O'Clock,14:00,,,84.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4196,5636, APS-275669-013_01,Mss.551.5.M26,275669-13,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-11,4 O'Clock,16:00,SE/E,SE/E,88,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,y,y,,,,,,,,cucumbers & snap beans coming up
4197,5634, APS-275669-013_01,Mss.551.5.M26,275669-13,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-11,sunrise,0:00,NE,NE,66,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4198,5638, APS-275669-013_02,Mss.551.5.M26,275669-13,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-12,2 O'Clock,14:00,,,87,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4199,5639, APS-275669-013_02,Mss.551.5.M26,275669-13,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-12,4 O'Clock,16:00,Southerly,S,89,,,,,,,,James Madison,flying black clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,5637, APS-275669-013_02,Mss.551.5.M26,275669-13,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-12,sunrise,0:00,S,S,70,,,,,,,,James Madison,overcast with thin clouds,y,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
4201,5641, APS-275669-013_03,Mss.551.5.M26,275669-13,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-13,2 O'Clock,14:00,,,82,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,5642, APS-275669-013_03,Mss.551.5.M26,275669-13,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-13,4 O'Clock,16:00,SW,SW,76,,,,,,,,James Madison,overcast & small rain,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,
4203,5640, APS-275669-013_03,Mss.551.5.M26,275669-13,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-13,sunrise,0:00,W,W,79,,,,,,,,James Madison,overcast & brisk wind,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
4204,5644, APS-275669-013_04,Mss.551.5.M26,275669-13,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-14,2 O'Clock,14:00,,,77,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,5645, APS-275669-013_04,Mss.551.5.M26,275669-13,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-14,4 O'Clock,16:00,NW,NW,78,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4206,5643, APS-275669-013_04,Mss.551.5.M26,275669-13,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-14,sunrise,0:00,W,W,65,,,,,,,,James Madison,cloudy in part,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4207,5647, APS-275669-013_05,Mss.551.5.M26,275669-13,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-15,2 O'Clock,14:00,,,73.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,5648, APS-275669-013_05,Mss.551.5.M26,275669-13,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-15,4 O'Clock,16:00,NE,NE,73.5,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,5646, APS-275669-013_05,Mss.551.5.M26,275669-13,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-15,sunrise,0:00,E,E,50,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4210,5650, APS-275669-013_06,Mss.551.5.M26,275669-13,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-16,2 O'Clock,14:00,,,73.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211,5651, APS-275669-013_06,Mss.551.5.M26,275669-13,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-16,4 O'Clock,16:00,NE,NE,79,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4212,5649, APS-275669-013_06,Mss.551.5.M26,275669-13,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-16,sunrise,0:00,E,E,52,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4213,5653, APS-275669-013_07,Mss.551.5.M26,275669-13,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-17,2 O'Clock,14:00,,,80,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,5654, APS-275669-013_07,Mss.551.5.M26,275669-13,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-17,4 O'Clock,16:00,E/S,E/S,81,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4215,5652, APS-275669-013_07,Mss.551.5.M26,275669-13,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-17,sunrise,0:00,E,E,53,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4216,5656, APS-275669-013_08,Mss.551.5.M26,275669-13,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-18,2 O'Clock,14:00,,,80,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,5657, APS-275669-013_08,Mss.551.5.M26,275669-13,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-18,4 O'Clock,16:00,SE/S,SE/S,77,,,,,,,,James Madison,overcast with thin clouds,y,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
4218,5655, APS-275669-013_08,Mss.551.5.M26,275669-13,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-18,sunrise,0:00,S,S,60,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4219,5659, APS-275669-013_09,Mss.551.5.M26,275669-13,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-19,2 O'Clock,14:00,,,83,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,5660, APS-275669-013_09,Mss.551.5.M26,275669-13,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-19,4 O'Clock,16:00,SE/S,SE/S,84,,,,,,,,James Madison,flying black clouds & dark clouds to SW,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,5658, APS-275669-013_09,Mss.551.5.M26,275669-13,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-19,sunrise,0:00,S,S,,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4222,5662, APS-275669-013_10,Mss.551.5.M26,275669-13,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-20,2 O'Clock,14:00,,,81.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,5663, APS-275669-013_10,Mss.551.5.M26,275669-13,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-20,4 O'Clock,16:00,SW,SW,83.5,,,,,,,,James Madison,flying white clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,5661, APS-275669-013_10,Mss.551.5.M26,275669-13,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-20,sunrise,0:00,W,W,63,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4225,5665, APS-275669-013_11,Mss.551.5.M26,275669-13,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-21,4 O'Clock,16:00,E,E,86,,,,,,,,James Madison,flying white clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,5664, APS-275669-013_11,Mss.551.5.M26,275669-13,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-21,sunrise,0:00,NE,NE,60,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4227,5667, APS-275669-013_12,Mss.551.5.M26,275669-13,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-22,2 O'Clock,14:00,,,86,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,5668, APS-275669-013_12,Mss.551.5.M26,275669-13,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-22,4 O'Clock,16:00,E,E,83,,,,,,,,James Madison,overcast with thin clouds,y,,,,,,,y,,,,,,,,,,,,,,,y,,,,,,y,,,peaches first at table
4229,5666, APS-275669-013_12,Mss.551.5.M26,275669-13,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-22,sunrise,0:00,E,E,64,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
4230,5670, APS-275669-013_13,Mss.551.5.M26,275669-13,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-23,2 O'Clock,14:00,,,84,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,5671, APS-275669-013_13,Mss.551.5.M26,275669-13,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-23,4 O'Clock,16:00,SE/S,SE/S,85,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,5669, APS-275669-013_13,Mss.551.5.M26,275669-13,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-23,sunrise,0:00,N/E,N/E,65,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4233,5673, APS-275669-013_14,Mss.551.5.M26,275669-13,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-24,2 O'Clock,14:00,,,88,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,5674, APS-275669-013_14,Mss.551.5.M26,275669-13,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-24,4 O'Clock,16:00,S,S,92,,,,,,,,James Madison,flying clouds & brisk wind,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,5672, APS-275669-013_14,Mss.551.5.M26,275669-13,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-24,sunrise,0:00,S,S,70,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4236,5676, APS-275669-013_15,Mss.551.5.M26,275669-13,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-25,2 O'Clock,14:00,,,92,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,5677, APS-275669-013_15,Mss.551.5.M26,275669-13,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-25,4 O'Clock,16:00,SW/W,SW/W,96,,,,,between 5:00 and 6:00,,,James Madison,small dark clouds at northwest & a shower between 5 & 6 o'clock,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
4238,5675, APS-275669-013_15,Mss.551.5.M26,275669-13,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,wind,1789-07-25,sunrise,0:00,S/W,S/W,71,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
4239,5679, APS-275669-013_16,Mss.551.5.M26,275669-13,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-26,2 O'Clock,14:00,,,70,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,5680, APS-275669-013_16,Mss.551.5.M26,275669-13,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-26,4 O'Clock,16:00,E,E,71,,,,,,,,James Madison,misty & rain after a long drought,,,,y,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
4241,5678, APS-275669-013_16,Mss.551.5.M26,275669-13,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-13,,,1789-07-26,sunrise,0:00,E,E,70,,,,,,,,James Madison,overcast thick & some fog,,,,,,,,y,,,y,,,,,,,,,,,,,,,,,,,,,
4242,5682, APS-275669-014_01,Mss.551.5.M26,275669-14,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-27,2 O'Clock,14:00,,,65,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,5683, APS-275669-014_01,Mss.551.5.M26,275669-14,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-27,4 O'Clock,16:00,NE,NE,65.5,,,,,,,,James Madison,misty,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,5681, APS-275669-014_01,Mss.551.5.M26,275669-14,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-27,sunrise,0:00,NE,NE,64,,,,,,,,James Madison,overcast thick & misty,,,,y,,,,y,,,,,,,,,,,,,,,y,,,,y,,,,,replanted tobacco
4245,5685, APS-275669-014_02,Mss.551.5.M26,275669-14,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-28,2 O'Clock,14:00,,,75.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,5686, APS-275669-014_02,Mss.551.5.M26,275669-14,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,other observation from 8-1-1789 originated with the note on this date in the manuscript.,1789-07-28,4 O'Clock,16:00,NE,NE,77.5,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,sowed hanover & other turnips
4247,5684, APS-275669-014_02,Mss.551.5.M26,275669-14,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-28,sunrise,0:00,NE,NE,62,,,,,,,,James Madison,overcast thick,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
4248,5688, APS-275669-014_03,Mss.551.5.M26,275669-14,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-29,2 O'Clock,14:00,,,78,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,5689, APS-275669-014_03,Mss.551.5.M26,275669-14,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,wind,1789-07-29,4 O'Clock,16:00,SE/E,SE/E,79,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,5687, APS-275669-014_03,Mss.551.5.M26,275669-14,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-29,sunrise,0:00,NE,NE,65,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
4251,5691, APS-275669-014_04,Mss.551.5.M26,275669-14,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-30,2 O'Clock,14:00,,,69,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,5692, APS-275669-014_04,Mss.551.5.M26,275669-14,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-30,4 O'Clock,16:00,E,E,70,,,,,,,,James Madison,raining,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
4253,5690, APS-275669-014_04,Mss.551.5.M26,275669-14,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-30,sunrise,0:00,E,E,67,,,,,,,,James Madison,raining,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
4254,5694, APS-275669-014_05,Mss.551.5.M26,275669-14,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-31,2 O'Clock,14:00,,,81,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,5695, APS-275669-014_05,Mss.551.5.M26,275669-14,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,no temp or wind,1789-07-31,4 O'Clock,16:00,,,,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,5693, APS-275669-014_05,Mss.551.5.M26,275669-14,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-07-31,sunrise,0:00,E,E,68,,,,,,,,James Madison,foggy,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
4257,5706, APS-275669-014_06,Mss.551.5.M26,275669-14,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-01,2 O'Clock,14:00,,,83.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,5708, APS-275669-014_06,Mss.551.5.M26,275669-14,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,other observations note originated from observation for 7-28-1789 in manuscript,1789-08-01,4 O'Clock,16:00,S,S,80,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,y,y,,,,,,,,hanover turnips up
4259,5703, APS-275669-014_06,Mss.551.5.M26,275669-14,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-01,sunrise,0:00,NE,NE,62,,,,,,,,James Madison,fair but a fog,,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
4260,5714, APS-275669-014_07,Mss.551.5.M26,275669-14,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-02,2 O'Clock,14:00,,,83,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,5715, APS-275669-014_07,Mss.551.5.M26,275669-14,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-02,4 O'Clock,16:00,S,S,85,,,,,,,,James Madison,mixt clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,5712, APS-275669-014_07,Mss.551.5.M26,275669-14,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-02,sunrise,0:00,W,W,64,,,,,,,,James Madison,fair but a fog,,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
4263,5719, APS-275669-014_08,Mss.551.5.M26,275669-14,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-03,2 O'Clock,14:00,,,82,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,5720, APS-275669-014_08,Mss.551.5.M26,275669-14,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-03,4 O'Clock,16:00,S,S,83,,,,,,,,James Madison,fair,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,5717, APS-275669-014_08,Mss.551.5.M26,275669-14,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,no wind,1789-08-03,sunrise,0:00,,,68,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,5724, APS-275669-014_09,Mss.551.5.M26,275669-14,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-04,2 O'Clock,14:00,,,82,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,5725, APS-275669-014_09,Mss.551.5.M26,275669-14,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,wind,1789-08-04,4 O'Clock,16:00,SE/S,SE/S,82,,,,,,,,James Madison,black clouds & sun shine,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,5722, APS-275669-014_09,Mss.551.5.M26,275669-14,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-04,sunrise,0:00,SW,SW,69,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,5731, APS-275669-014_10,Mss.551.5.M26,275669-14,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-05,2 O'Clock,14:00,,,81,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,5733, APS-275669-014_10,Mss.551.5.M26,275669-14,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-05,4 O'Clock,16:00,SW,SW,82.5,,,,,,,,James Madison,black clouds to northwest & west,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,5729, APS-275669-014_10,Mss.551.5.M26,275669-14,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-05,sunrise,0:00,SW,SW,68,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,5742, APS-275669-014_11,Mss.551.5.M26,275669-14,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-06,2 O'Clock,14:00,,,80.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,5743, APS-275669-014_11,Mss.551.5.M26,275669-14,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-06,4 O'Clock,16:00,E,E,79,,,,,,,,James Madison,black clouds passing about,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,5739, APS-275669-014_11,Mss.551.5.M26,275669-14,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-06,sunrise,0:00,S,S,68,,,,,,,,James Madison,thin clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,5748, APS-275669-014_12,Mss.551.5.M26,275669-14,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-07,2 O'Clock,14:00,,,82,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,5750, APS-275669-014_12,Mss.551.5.M26,275669-14,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-07,4 O'Clock,16:00,S,S,82.5,,,,,,,,James Madison,flying black clouds with sprinkling shower,y,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
4277,5745, APS-275669-014_12,Mss.551.5.M26,275669-14,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-07,sunrise,0:00,S,S,67,,,,,,,,James Madison,very great fog,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,
4278,5758, APS-275669-014_13,Mss.551.5.M26,275669-14,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-14,,,1789-08-08,2 O'Clock,14:00,,,88,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
