Sort ID,Druckenbrod Sort ID,Key,APS call number,File name,Transaction number (on this page),APS Digital Library page image URL,APS notes,Druckenbrod notes,Date of entry,Time of entry as transcribed,Time of entry standardized,Wind direction as transcribed,Wind direction standardized,Temperature (Fahrenheit) as transcribed,Temperature (Fahrenheit) standardized,Daily temp high (Fahrenheit) as transcribed,Temp high entry time as transcribed,Temp high entry time standardized,Precipitation time,Precipitation type,Precipitation measurement (inches),Observer,Meteorological observations as transcribed,Cloudy,Fair,Smokey,Misty,Frost,Snow,Sleet,Overcast,Clear,Rain,Foggy,Hail,Thunder,Lightning,Hazy,Muddy,Natural Phenomena,Birds,Mammals,Reptiles/Amphibians,Insects/Arthropods,Fish/Aquatic,Plants,Leafing,Losing Leaves,Blooming,Planted,Harvested,Availability of produce,Trees,Seasonal Phenomena,Other observations transcribed
5775,5028, APS-275669-044_09,Mss.551.5.M26,275669-44,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-29,4 O'Clock,16:00,W,W,42,,,,,,,,James Madison,overcast with broken clouds,y,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5776,5026, APS-275669-044_09,Mss.551.5.M26,275669-44,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-29,sunrise,7:20,SW,SW,29.5,,,,,,,,James Madison,overcast in part,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5777,5030, APS-275669-044_10,Mss.551.5.M26,275669-44,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-30,2 O'Clock,14:00,,,26,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,5031, APS-275669-044_10,Mss.551.5.M26,275669-44,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-30,4 O'Clock,16:00,E,E,26,,,,,,,,James Madison,overcast with thin clouds,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5779,5029, APS-275669-044_10,Mss.551.5.M26,275669-44,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-30,sunrise,7:21,NE,NE,24,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5780,5033, APS-275669-044_11,Mss.551.5.M26,275669-44,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-31,2 O'Clock,14:00,,,18,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,5034, APS-275669-044_11,Mss.551.5.M26,275669-44,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-31,4 O'Clock,16:00,NE,NE,18,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5782,5032, APS-275669-044_11,Mss.551.5.M26,275669-44,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1790-12-31,sunrise,7:21,NE,NE,15,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5783,5036, APS-275669-044_12,Mss.551.5.M26,275669-44,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-01,2 O'Clock,14:00,,,32,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,5037, APS-275669-044_12,Mss.551.5.M26,275669-44,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-01,4 O'Clock,16:00,NE,NE,32,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5785,5035, APS-275669-044_12,Mss.551.5.M26,275669-44,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-01,sunrise,7:18,Southerly,S,18,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5786,5039, APS-275669-044_13,Mss.551.5.M26,275669-44,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-02,2 O'Clock,14:00,,,42,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,5040, APS-275669-044_13,Mss.551.5.M26,275669-44,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-02,4 O'Clock,16:00,S,S,44,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5788,5038, APS-275669-044_13,Mss.551.5.M26,275669-44,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-02,sunrise,7:18,NW,NW,10,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5789,5042, APS-275669-044_14,Mss.551.5.M26,275669-44,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-03,2 O'Clock,14:00,,,,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,5043, APS-275669-044_14,Mss.551.5.M26,275669-44,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-03,4 O'Clock,16:00,,,52,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5791,5041, APS-275669-044_14,Mss.551.5.M26,275669-44,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-03,sunrise,7:18,SW,SW,21,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5792,5045, APS-275669-044_15,Mss.551.5.M26,275669-44,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-04,2 O'Clock,14:00,,,48,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,5046, APS-275669-044_15,Mss.551.5.M26,275669-44,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-04,4 O'Clock,16:00,SW,SW,49,,,,,,,,James Madison,overcast & smokey,,,y,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5794,5044, APS-275669-044_15,Mss.551.5.M26,275669-44,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-44,,,1791-01-04,sunrise,7:17,SW,SW,42,,,,,,,,James Madison,little hazy,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,
5795,5048, APS-275669-045_01,Mss.551.5.M26,275669-45,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-05,2 O'Clock,14:00,,,48,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,5049, APS-275669-045_01,Mss.551.5.M26,275669-45,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-05,4 O'Clock,16:00,NE,NE,48,,,,,,,,James Madison,smokey,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,5047, APS-275669-045_01,Mss.551.5.M26,275669-45,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-05,sunrise,7:17,E,E,40,,,,,,,,James Madison,overcast in general,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5798,5051, APS-275669-045_02,Mss.551.5.M26,275669-45,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-06,2 O'Clock,14:00,,,65.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,5052, APS-275669-045_02,Mss.551.5.M26,275669-45,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-06,4 O'Clock,16:00,S,S,65,,,,,,,,James Madison,smokey,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,5050, APS-275669-045_02,Mss.551.5.M26,275669-45,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-06,sunrise,7:16,SW,SW,50,,,,,,,,James Madison,fair but smokey,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,5054, APS-275669-045_03,Mss.551.5.M26,275669-45,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-07,2 O'Clock,14:00,,,63,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,5055, APS-275669-045_03,Mss.551.5.M26,275669-45,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-07,4 O'Clock,16:00,SW,SW,64,,,,,,,,James Madison,overcast in part W. Westerley,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5803,5053, APS-275669-045_03,Mss.551.5.M26,275669-45,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-07,sunrise,7:16,SW,SW,48,,,,,,,,James Madison,fair but smokey,,y,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,5057, APS-275669-045_04,Mss.551.5.M26,275669-45,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-08,2 O'Clock,14:00,,,34,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,5058, APS-275669-045_04,Mss.551.5.M26,275669-45,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-08,4 O'Clock,16:00,NE,NE,33,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5806,5056, APS-275669-045_04,Mss.551.5.M26,275669-45,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-08,sunrise,7:15,NE,NE,37,,,,,,,,James Madison,overcast after a little rain,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,
5807,5060, APS-275669-045_05,Mss.551.5.M26,275669-45,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-09,2 O'Clock,14:00,,,28.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,5061, APS-275669-045_05,Mss.551.5.M26,275669-45,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-09,4 O'Clock,16:00,SW,SW,30,,,,,,,,James Madison,overcast & thick mist & freezing,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5809,5059, APS-275669-045_05,Mss.551.5.M26,275669-45,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-09,sunrise,7:15,NE,NE,28,,,,,,,,James Madison,overcast & thick & small hail,,,,,,,,y,,,,y,,,,,,,,,,,,,,,,,,,,
5810,5063, APS-275669-045_06,Mss.551.5.M26,275669-45,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-10,2 O'Clock,14:00,,,44.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,5064, APS-275669-045_06,Mss.551.5.M26,275669-45,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-10,4 O'Clock,16:00,SW,SW,45,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5812,5062, APS-275669-045_06,Mss.551.5.M26,275669-45,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-10,sunrise,7:14,,,34,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5813,5066, APS-275669-045_07,Mss.551.5.M26,275669-45,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-11,2 O'Clock,14:00,,,38,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,5067, APS-275669-045_07,Mss.551.5.M26,275669-45,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-11,4 O'Clock,16:00,W,W,39,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5815,5065, APS-275669-045_07,Mss.551.5.M26,275669-45,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-11,sunrise,7:14,NW,NW,36,,,,,,,,James Madison,overcast but clear horizon N.Westerley,,,,,,,,y,y,,,,,,,,,,,,,,,,,,,,,,,
5816,5069, APS-275669-045_08,Mss.551.5.M26,275669-45,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-12,2 O'Clock,14:00,,,41,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,5070, APS-275669-045_08,Mss.551.5.M26,275669-45,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-12,4 O'Clock,16:00,S,S,43,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5818,5068, APS-275669-045_08,Mss.551.5.M26,275669-45,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-12,sunrise,7:13,S,S,22,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5819,5072, APS-275669-045_09,Mss.551.5.M26,275669-45,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-13,2 O'Clock,14:00,,,62,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,5073, APS-275669-045_09,Mss.551.5.M26,275669-45,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-13,4 O'Clock,16:00,S,S,63,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,y,,,,,,,,,,,,,,,the aurora borealis and earthquake at 4 O'Clock AM
5821,5071, APS-275669-045_09,Mss.551.5.M26,275669-45,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-13,sunrise,7:12,S,S,39,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5822,5075, APS-275669-045_10,Mss.551.5.M26,275669-45,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-14,2 O'Clock,14:00,,,57,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,5076, APS-275669-045_10,Mss.551.5.M26,275669-45,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-14,4 O'Clock,16:00,SE,SE,56,,,,,,,,James Madison,cloudy in part,y,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,sowed rye
5824,5074, APS-275669-045_10,Mss.551.5.M26,275669-45,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-14,sunrise,7:12,SE,SE,42,,,,,,,,James Madison,little hazy,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,
5825,5078, APS-275669-045_11,Mss.551.5.M26,275669-45,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-15,2 O'Clock,14:00,,,49.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5826,5079, APS-275669-045_11,Mss.551.5.M26,275669-45,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,other observation originally part of 1-14-1791 observation,,1791-01-15,4 O'Clock,16:00,Southerley,S,49,,,,,,,,James Madison,cloudy in part,y,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,sowed rye
5827,5077, APS-275669-045_11,Mss.551.5.M26,275669-45,11,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-15,sunrise,7:11,SW,SW,48,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5828,5081, APS-275669-045_12,Mss.551.5.M26,275669-45,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-16,2 O'Clock,14:00,,,42,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5829,5082, APS-275669-045_12,Mss.551.5.M26,275669-45,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-16,4 O'Clock,16:00,NE,NE,41.5,,,,,,,,James Madison,raining & thick,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,
5830,5080, APS-275669-045_12,Mss.551.5.M26,275669-45,12,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-16,sunrise,7:11,E,E,44,,,,,,,,James Madison,overcast; sprinkly of rain,,,,,,,,y,,y,,,,,,,,,,,,,,,,,,,,,,
5831,5084, APS-275669-045_13,Mss.551.5.M26,275669-45,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-17,2 O'Clock,14:00,,,42,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832,5085, APS-275669-045_13,Mss.551.5.M26,275669-45,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-17,4 O'Clock,16:00,SW,SW,38,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5833,5083, APS-275669-045_13,Mss.551.5.M26,275669-45,13,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,severe because hail,1791-01-17,sunrise,7:10,S,S,34,,,,,night,,,James Madison,clearing up after rainy night & some hail; snow on Mountains,,,,,,y,,,y,,,y,,,,,,,,,,,,,,,,,,,,
5834,5087, APS-275669-045_14,Mss.551.5.M26,275669-45,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-18,2 O'Clock,14:00,,,35.5,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5835,5088, APS-275669-045_14,Mss.551.5.M26,275669-45,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-18,4 O'Clock,16:00,W,W,32.5,,,,,,,,James Madison,flying clouds,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5836,5086, APS-275669-045_14,Mss.551.5.M26,275669-45,14,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-18,sunrise,7:09,S,S,27,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5837,5090, APS-275669-045_15,Mss.551.5.M26,275669-45,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-19,2 O'Clock,14:00,,,28,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,5091, APS-275669-045_15,Mss.551.5.M26,275669-45,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-19,4 O'Clock,16:00,S,S,32,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5839,5089, APS-275669-045_15,Mss.551.5.M26,275669-45,15,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-19,sunrise,7:09,Swesterley,SW,22,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5840,5093, APS-275669-045_16,Mss.551.5.M26,275669-45,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-20,2 O'Clock,14:00,,,44,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5841,5094, APS-275669-045_16,Mss.551.5.M26,275669-45,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-20,4 O'Clock,16:00,W,W,45.5,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5842,5092, APS-275669-045_16,Mss.551.5.M26,275669-45,16,https://diglib.amphilsoc.org/islandora/object/text%3A275669-45,,,1791-01-20,sunrise,7:08,Swesterley,SW,22,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5843,5096, APS-275669-046_01,Mss.551.5.M26,275669-46,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-21,2 O'Clock,14:00,,,51,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5844,5097, APS-275669-046_01,Mss.551.5.M26,275669-46,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-21,4 O'Clock,16:00,SW,SW,53,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5845,5095, APS-275669-046_01,Mss.551.5.M26,275669-46,1,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-21,sunrise,7:07,S,S,28,,,,,,,,James Madison,very clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5846,5099, APS-275669-046_02,Mss.551.5.M26,275669-46,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-22,2 O'Clock,14:00,,,40,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,5100, APS-275669-046_02,Mss.551.5.M26,275669-46,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-22,4 O'Clock,16:00,NW,NW,40,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5848,5098, APS-275669-046_02,Mss.551.5.M26,275669-46,2,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-22,sunrise,7:06,NW,NW,35,,,,,,,,James Madison,clear with flying clouds,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5849,5102, APS-275669-046_03,Mss.551.5.M26,275669-46,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-23,2 O'Clock,14:00,,,44,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,5103, APS-275669-046_03,Mss.551.5.M26,275669-46,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-23,4 O'Clock,16:00,S,S,48,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5851,5101, APS-275669-046_03,Mss.551.5.M26,275669-46,3,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-23,sunrise,7:05,Southerley,S,22,,,,,,,,James Madison,flying clouds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,5105, APS-275669-046_04,Mss.551.5.M26,275669-46,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-24,2 O'Clock,14:00,,,51,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,5106, APS-275669-046_04,Mss.551.5.M26,275669-46,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-24,4 O'Clock,16:00,E,E,53,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5854,5104, APS-275669-046_04,Mss.551.5.M26,275669-46,4,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-24,sunrise,7:04,N,N,23,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5855,5108, APS-275669-046_05,Mss.551.5.M26,275669-46,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-25,2 O'Clock,14:00,,,40,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,5109, APS-275669-046_05,Mss.551.5.M26,275669-46,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-25,4 O'Clock,16:00,SW,SW,41,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5857,5107, APS-275669-046_05,Mss.551.5.M26,275669-46,5,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-25,sunrise,7:04,SW,SW,28,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5858,5111, APS-275669-046_06,Mss.551.5.M26,275669-46,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-26,2 O'Clock,14:00,,,57,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,5112, APS-275669-046_06,Mss.551.5.M26,275669-46,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-26,4 O'Clock,16:00,SW,SW,60,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5860,5110, APS-275669-046_06,Mss.551.5.M26,275669-46,6,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-26,sunrise,7:03,SW,SW,41,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5861,5114, APS-275669-046_07,Mss.551.5.M26,275669-46,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-27,2 O'Clock,14:00,,,50,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,5115, APS-275669-046_07,Mss.551.5.M26,275669-46,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-27,4 O'Clock,16:00,NE,NE,44,,,,,,,,James Madison,overcast,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5863,5113, APS-275669-046_07,Mss.551.5.M26,275669-46,7,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,other observation originally part of 1-14-1791 observation,,1791-01-27,sunrise,7:02,SW,SW,44,,,,,,,,James Madison,clouding up,y,,,,,,,,,,,,,,,,,,,,,,y,,,,y,,,,,sowed rye
5864,5117, APS-275669-046_08,Mss.551.5.M26,275669-46,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-28,2 O'Clock,14:00,,,38,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,5118, APS-275669-046_08,Mss.551.5.M26,275669-46,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-28,4 O'Clock,16:00,NW,NW,36,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5866,5116, APS-275669-046_08,Mss.551.5.M26,275669-46,8,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-28,sunrise,7:01,SW,SW,26,,,,,,,,James Madison,overcast chiefly,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,
5867,5120, APS-275669-046_09,Mss.551.5.M26,275669-46,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-29,2 O'Clock,14:00,,,36,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,5121, APS-275669-046_09,Mss.551.5.M26,275669-46,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-29,4 O'Clock,16:00,S,S,38,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5869,5119, APS-275669-046_09,Mss.551.5.M26,275669-46,9,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-29,sunrise,7:01,S,S,22,,,,,,,,James Madison,clear,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,
5870,5123, APS-275669-046_10,Mss.551.5.M26,275669-46,10,https://diglib.amphilsoc.org/islandora/object/text%3A275669-46,,,1791-01-30,2 O'Clock,14:00,,,58,,,,,,,,James Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
